Date;Subject;Content;DetectedLabel;TrainLabel
2019-06-25 10:19:00;Plant Medic Application;Hi David, we received an application for a plant medic at your plant - please find his details below. He seems to be well qualified. ;3;3
2019-06-25 13:44:00; Plant Medic Application;Hi Jessica, thank you for the mail. I think I heard something that another medic is already in the interview stage. Maybe you could clarify that before we screen his application? Thanks and ;3;3
2019-06-25 15:01:00;South East Plant Plant Medic?;Hi Cindy, do you know something about a plant medic for the south east plant who is in interview stage? David Eisenhower told me that he heard something. Thanks, Jessi;3;3
2019-06-25 16:44:00; South East Plant Plant Medic?;Hi Jessi, David is right - we are currently working on the contract for the new plant medic. As soon as everything is finished (propably today in the afternoon), we will close the job advertisement on the website. ;3;3
2019-06-26 15:44:00;  South East Plant Plant Medic?;Hi Jessi, just wanted to let you know that the hiring process of the plant medic is done. ;3;3
2019-06-27 09:22:00;   South East Plant Plant Medic?;Hi Cindy, thank you for the info! ;3;3
2019-06-27 10:43:00;  Plant Medic Application;Hello David, you were right, a plant medic has been hired today - please forget about the application I forwarded you in the last mail. ;3;3
2019-06-27 08:12:00;Your Application at Ziegler-Cat;Dear Mr. Walker, thank you so much for your patience and your application. Unfortunately the position you applied for has already been staffed and currently no other plant medic positions are open at this time. We wish you all the best for your future career! Jessica Parker Junior Associate Human Resource and Employer Marketing Ziegler Caterpillar 5300 Harbor Dr Sioux City, IA 51111 (712) 252-4401. office@ziegler-cat.com CONFIDENTIALITY NOTICE: The contents of this email message and any attachments are intended solely for the addressee(s) and may contain confidential and/or privileged information and may be legally protected from disclosure.;0;6
2018-08-02 19:35:00;Application as excavator operator;Dear sir or madam, I would like to apply for the position as excavator operator which is posted on your website. Please find my application documents attached to this mail. I am looking forward to hearing from you! ;1;1
2018-08-02 19:36:00;Your Application at Ziegler-Cat;Dear Mr. Garcia, thank you a lot for your appliation which has been well received! Currently, many emails are reaching us - therefore please allow us up to 10 business days to reply to your application. Thank you for your understanding. ;5;2
2018-08-04 08:04:00;Application Excavator Operator;Hello Frank, we received an application as excavation operator. Please find his data attached, the candidate seems suitable for the job. ;3;3
2018-08-04 09:03:00; Application Excavator Operator;Hi Johanna, I am not responsible anymore for the recruiting of excavator operators. Thomas Jackson is now my predecrssor in that position. ;3;3
2018-08-05 09:01:00; Application Excavator Operator;Hello Frank, thanks for the information - I will forward the application accordingly. ;3;3
2018-08-05 14:31:00;Application Excavator Operator;Hello Thomas, we have received an application for an excavation operator. We screened the application and mister Garcia seems to be well qualified. Please find his details attached. What do you think? ;3;3
2018-08-06 08:01:00; Application Excavator Operator;Hi Johanna, that's good news - we've been looking quite some time! Yes, the profile looks great. Let's invite him for a trial period first? ;3;3
2018-08-06 08:07:00; Application Excavator Operator;Hi Thomas, perfect, I'll tell the candidate. When could his trial period start? Johanna;3;3
2018-08-06 09:35:00; Application Excavator Operator;Hi Johanna, we're starting a new site next week, so next Tuesday would be perfect. ;3;3
2018-08-06 09:41:00; Application Excavator Operator;Hi Thomas, alright - I'll forward the information. ;3;3
2018-08-06 09:56:00;Your Application at Ziegler-Cat;Dear Mister Garcia, thank you for your application and your patience! We have completed screening your application and we're happy to invite you for a trial period of one week. The period would start next tuesday. Your responsible manager is Mr. Thomas Jackson (t.jackson@ziegler-cat), he will contact you with all necessary information. If you have any questions, please do not hestitate to contact either me or Mister Jackson. We're looking forward to getting to know you! ;7;5
2018-08-06 13:21:00; Your Application at Ziegler-Cat;Dear Ms. Nielson, thank you for the positive feedback! The proposed timeframe works well for me and I am looking forward to the trial period. ;7;5
2018-10-13 22:11:00;Application as System Engineer;Dear sir or madam, my name is Emanuelle Johnson and I would like to apply for the position as system engineer. My academic and professional experiences qualify me well for the job and I would be happy to work with your company. My resume, motivation letter and further documents are attached to this mail. I would be happy about the possibility to introduce myself in person. ;1;1
2018-10-13 22:12:00; Application as System Engineer;Dear Ms. Johnson, thank you a lot for your appliation which has been well received! Currently, many emails are reaching us - therefore please allow us up to 10 business days to reply to your application. Thank you for your understanding. ;5;2
2018-10-15 08:11:00;Applicant System Engineer;Hello Oscar, we have a promising application for the position as System Engineer. I have attached her documents below, what do you think? ;3;3
2018-10-15 08:27:00; Applicant System Engineer;Hi Johanna, yes, her profile looks to be perfectly suited for the position. I would like to get to know her in person! ;3;3
2018-10-15 09:01:00; Applicant System Engineer;Hi Oscar, ok - we will invite her. How about next Thursday at 11:15am? ;3;3
2018-10-15 09:02:00; Applicant System Engineer;Hello Johanna, that works for me. Just let me now when it is fixed. Oscar;3;3
2018-10-15 09:10:00;Your Application at Ziegler-Cat;Dear Ms Johnson, thank you for you application and your patience. After having screened your documents, we would like to get to know you in person. For this reason we want to invite you to our headquarter next Thursday at 11:15am. Please let us know if this date works for you, we are happy to hearing from you. ;7;4
2018-10-15 09:33:00; Your Application at Ziegler-Cat;Dear Ms. Nielsen, thank you for the feedback and invitation. The proposed date is fine for me - I am looking forward to meet you in person. ;7;4
2018-10-15 10:21:00; Your Application at Ziegler-Cat;Dear Ms. Johnson, we are happy to meet you next Thursday at 11:15am. Please be at the lobby shortly before that time, my assistant Ms. Flatcher will pick you up. Attached to this mail you can also find an .ical file for your digital calendar. ;7;4
2018-10-15 10:25:00; Applicant System Engineer;Hi Oscar, the interview on next Thursday at 11:15am is fixed. ;3;3
2018-10-15 10:44:00; Applicant System Engineer;Thanks for the info! ;3;3
2018-10-21 13:11:00;System Engineer - Johnson;Hi Johanna, I was really impressed by Miss Johnsons presentation today. We would be happy to have her in our team! ;3;3
2018-10-21 15:05:00;Job Offer;Dear Ms. Johnson, we were happy to meet you in person and were impressed by your presentation. Therefore we would like to offer you the position you applied for. The points regarding the contract we discussed during the interview can be found in the attached contract. Please read it through, sign it and send it back to me if you want to accept the offer. Should any questions pop up, please don't hestitate to ask me anytime. Thank you and ;9;5
2018-10-21 16:37:00; Job Offer;Dear Ms. Nielsen, thank you for your kind words and the offer. I want to accept the conditions, please find the signed contract attached to this email. ;9;5
2018-10-22 08:44:00; Job Offer;Dear Ms. Johnson, thank you for the document, we are happy to have you on board! As outlined in the contract, your first day of work will be the first day of the next month. Mister Schneider (o.schneider@ziegler-cat.com) will get in contact with you to give you more information about your future position. All the best! ;9;5
2019-01-02 12:33:00;Application as Accountant;Dear sir or madam! I would like to apply for the poition as accountant as posted on your webpage. I have been working for two global companies before and acquired the certification of CFA last year. Therefore, I consider myself to be qualified for the job and would be happy if you consider my application. ;1;1
2019-01-02 12:34:00;Your Application at Ziegler-Cat;Dear Mr. Rodriguez, thank you a lot for your appliation which has been well received! Currently, many emails are reaching us - therefore please allow us up to 10 business days to reply to your application. Thank you for your understanding. ;5;2
2019-01-05 08:10:00;Accountant - Application;Hello Cindy, we have an applicant for the accountant position. Please have a look at the attached application documents. ;3;3
2019-01-05 14:31:00; Accountant - Application;Hi Johanna, does the candidate have a CFA? From his documents I cannot spot that detail. This is a requirement for the position. ;3;3
2019-01-06 15:20:00; Accountant - Application;Hi Cindy, yes - Mister Rodriguez stated that he obtained the CFA last year. ;3;3
2019-01-06 16:03:00; Accountant - Application;Hi Jonanna, that's great, the rest of his application looks fine! ;3;3
2019-01-06 17:04:00; Accountant - Application;Hi Cindy, ok - we will invite him. How about next Tuesday at 09:30am? ;3;3
2019-01-07 09:12:00; Accountant - Application;Hi Johanna, let's make it 10:30am, I have an appointment before. Does that work for you too? ;3;3
2019-01-07 09:33:00; Accountant - Application;Hi Cindy, yes 10:30am is also fine - I'll invite Mister Rodriguez. ;3;3
2019-01-07 10:11:00;Your Application at Ziegler-Cat;Dear Mister Rodriguez, thank you for your application and your patience. We have finished screening your application and would like to get to know you in person! For this reason, we would like to invite you to our headquarters next tuesday at 10:30am.  Please let us know, if this date works for you. ;7;4
2019-01-07 11:12:00;Your Application at Ziegler-Cat;Dear Ms. Nielsen, thank you for the invitation - next tuesday works fine for me. I am looking forward to meeting you in person! ;7;4
2019-01-07 14:33:00;Your Application at Ziegler-Cat;Dear Mr. Rodriguez, we are happy to meet you soon. Please be at the lobby shortly before the appointment - my colleague, Ms. Flatcher will pick you up there. Please find attached an .ical file for your digital calendar. Should you have any questions, please do not hestitate to contact me. ;7;4
2019-01-14 09:22:00;Job Offer;Dear Mister Rodriguez, it was a pleasure to meet you in person! We would like to offer you the position you applied for. The details we discussed in the end of the interview can be found in the attached contract. If you want to accept the offer, please sign it and send it back to me. Should you have any questions, plesae let me know. ;9;5
2019-01-14 13:01:00;Job Offer;Dear Ms. Nielsen, thank you for the offer which I would like to accept. Please find the signed contract below. ;9;5
2019-01-14 15:54:00;Job Offer;Dear Mr. Rodriguez, we're happy to have you on board! As outlined in the contract, your first day of work will be the first day of the next month. Ms. Mueller (c.mueller@ziegler-cat.com), the head of the finance department will contact you with further information. Should any questions appear, please feel free to contact either her or me. ;9;5
2019-02-13 11:45:00;Application as Test Engineer;Dar sir or madam, I would like to apply for the position of test engineer you have posted on your website. Please find attached all my documents. I would be happy to hear from you! ;1;1
2019-02-13 11:46:00;Your Application at Ziegler-Cat;Dear Ms. Miller, thank you a lot for your appliation which has been well received! Currently, many emails are reaching us - therefore please allow us up to 10 business days to reply to your application. Thank you for your understanding. ;5;2
2019-02-14 09:11:00;Test Engineer Job;Dear Joachim, we received an application for the position as test engineer. Please have a look at the attached files. What do you think? ;3;3
2019-02-14 15:33:00; Test Engineer Job;Hi Johanna, seeme like some attachments are missing? ;3;3
2019-02-15 08:33:00; Test Engineer Job;Hi Joachim, so sorry - please find all the attachments below. ;3;3
2019-02-18 09:19:00; Test Engineer Job;Hi Johanna, we screened the documents and think the applicant is not sufficiently qualified. For the position we require a professional experience of at least two years but the applicant does not have any notable experience.. ;3;3
2019-02-18 16:41:00; Test Engineer Job;Dar Joachim, alright, I will tell her. Thank you for your screening! ;3;3
2019-02-19 08:56:00;Your Application at Ziegler-Cat;Dear Miss Miller, thank you for your application and your patience. Unfortunately, your profile does not fit to the position you applied for. For this reason, we cannot consider your application. Neverheless we wish you all the best for you future career. ;2;6
2019-04-02 08:11:00;Application as Summer Intern;Dear sir or madam, I would like to apply for the summer internship as software engineer. I am currently studying electrical engineering and I would be happy to gather valuable professional experience at your company. Please find attached all my documents. ;1;1
2019-04-02 08:12:00;Your Application at Ziegler-Cat;Dear Ms. Miller, thank you a lot for your appliation which has been well received! Currently, many emails are reaching us - therefore please allow us up to 10 business days to reply to your application. Thank you for your understanding. ;5;2
2019-04-04 11:12:00;Summer Intern Application;Dear Francis, we received an application for the summer intern position as software engineer. Please find attached his documents. What do you think? ;3;3
2019-04-07 08:01:00; Summer Intern Application;Dear Johanna, his profile looks good from our side! ;3;3
2019-04-07 08:33:00;  Summer Intern Application;Hello Francis, alright, we will invite him. Do you also want to join the interview? ;3;3
2019-04-07 13:12:00;   Summer Intern Application;Hi Johanna, no thank you, I am quite busy currently. ;3;3
2019-04-08 08:19:00;Your Application at Ziegler-Cat;Dear Mister Moore, thank you for your application and your patience! We would like to get to know you in person. Therefore we want to invite you to our headquarter on next Friday 08:30am for an interview. Please let us know, if this date works for you. ;7;4
2019-04-08 10:31:00; Your Application at Ziegler-Cat;Dear Ms. Nielsen, thank you a lot for the chance to introduce myself. The proposed date and time work fine for me. ;7;4
2019-04-08 13:43:00;  Your Application at Ziegler-Cat;Dear Mister Moore, we're happy to meet you soon. Please be at the lobby shortly before the appointment, by assistant, Ms. Flatcher will pick you up there. Also, please find attached an .ical file for your digital calendar. Should you have any questions, please feel free to ask anytime. ;7;4
2019-04-16 11:00:00;Offer for Internship in Summer;Dear Mister Moore, we were happy to meet you in person. We were impressed by your presentation and would like to offer you the summer intern position. Your assignment will start in July - mister Huber, who is responsible for the summer interns will contact you at the beginning of June with all further details and information. We're happy to have you on board! ;9;5
2019-07-04 22:29:00;Application as Facility Manager;Dear sir or madam, I would like to apply for the position as facility manager posted on your website. Please find all necessary documents attached to this mail. I would be happy to introduce myself in person. ;1;1
2019-07-04 22:30:00;Your Application at Ziegler-Cat;Dear Mr. Lee, thank you a lot for your appliation which has been well received! Currently, many emails are reaching us - therefore please allow us up to 10 business days to reply to your application. Thank you for your understanding. ;5;2
2019-07-09 08:19:00;Application Facility Manager;Hi Thomas, we have an application for the open position of facility manager in the headquarter. Could you have a look at the documents attached? ;3;3
2019-07-11 13:31:00; Application Facility Manager;Hi Johanna, thank you for the documents, Mister Lee seems to be well qualified. Let's schedule a meeting next week on Wednesday, 08:30am? Does that work for you? ;3;3
2019-07-11 14:34:00;  Application Facility Manager;Hi Thomas, sure that time works - I'll contact mister Lee. ;3;3
2019-07-11 15:01:00;Your Application at Ziegler-Cat;Dear Mister Lee, thank you for your application and your patience. We would like to get to know you in person and therefore we want to invite you to our headquarter on next Wednesday at 08:30am. Please let us know, if that date works for you. ;7;4
2019-07-11 15:23:00; Your Application at Ziegler-Cat;Dear Ms. Nielsen, thank you for your consideration! Yes, the proposed date and time work for me. ;7;4
2019-07-11 15:44:00;  Your Application at Ziegler-Cat;Dear Mister Lee, we are happy to meet you soon. Please be at the lobby shortly before the appointment. My assistant, Ms. Flatcher will pick you up there. Also, please find attached an .ical file for your digital calendar. ;7;4
2019-07-16 15:01:00;Mister Lee;Hello Johanna, I had a good impression of mister Lee, we would be happy to work with him! ;3;3
2019-07-16 15:14:00; Mister Lee;Hi Francis, our impression was great as well, we will offer the job to him. ;3;3
2019-07-16 15:33:00;Job Offer;Dear Mister Lee, we were happy to meet you in person and were impressed by your presentation. Therefore, we would like to offer the job to you. As discussed in the end of the interview, please find your contract attached to this mail. If you accept it, please sign it and sent it back to me. Should any questions appear, please don't hestitate to contact me. ;9;5
2019-07-16 16:07:00; Job Offer;Dear Ms Nielsen, thank you a lot for the offer which I would like to accept. Please find the signed contract attached to this mail. ;9;5
2019-07-16 17:05:00;  Job Offer;Dear Mister Lee, we are happy to have you on board! Thank you for the signed contract. Your first day of work will be the first of next month. Should you have any questions, please feel free to contact me or your future team leader, Mr. Francis Huber (f.huber@ziegler-cat.com) at any time. ;9;5
2019-07-25 06:12:00;Application as Social Media Expert;Dear sir or madam, I would hereby like to apply for the position of social media expert as posted on your website. I have been working in the industry for the last five years and I would be happy to work with your company! Please find all my documents attached below. ;1;1
2019-07-25 06:13:00;Your Application at Ziegler-Cat;Dear Ms Young, thank you a lot for your appliation which has been well received! Currently, many emails are reaching us - therefore please allow us up to 10 business days to reply to your application. Thank you for your understanding. ;5;2
2019-07-27 07:44:00;Social Media Candidate;Hi Francesca, we received an application for our open position of social media expert. I have attached her application documents. What do you think? ;3;3
2019-07-27 09:44:00; Social Media Candidate;Hi Johanna, her profile definitely looks interesting! I think we should invite her! ;3;3
2019-07-27 11:33:00;  Social Media Candidate;Hi Franceca, alright - how about next Wednesday 14:30? Johanna;3;3
2019-07-27 14:55:00;   Social Media Candidate;Hi, yes that works for me. ;3;3
2019-07-27 14:58:00;    Social Media Candidate;Alright, I'll tell Miss Young. ;3;3
2019-07-27 16:51:00;Your Application at Ziegler-Cat;Dear Ms Young, thank you for your application and your patience! We have finished screening your application and would like to get to know you in person. Therefore, we want to invite you to our headquarter next Wednesday at 14:30. Please let us know if that date and time work for you. ;7;4
2019-07-27 18:33:00; Your Application at Ziegler-Cat;Dear Ms Nielsen, thank you so much for the invitation! The proposed date and time work for me, I am looking forward to meeting you! ;7;4
2019-07-28 09:11:00;  Your Application at Ziegler-Cat;Dear Ms Young, we're happy to meet you soon. Please be at the lobby shortly before your appointment. My assistant, Ms. Flatcher will pick you up there. Also, please find attached an .ical file for your digital calendar. Should you have any question, don't hestitate to contact me. ;7;4
2019-09-03 08:31:00;Social Media - Miss Young;Hi Johanna, I just wanted to tell you that Miss Young did not really convince me. I feel that there might be more suitable candidates.. What do you thin? ;3;3
2019-09-06 08:55:00;Social Media - Miss Young;Hi Francesca, I felt the same way. I think we will not consider her. ;3;3
2019-09-07 16:31:00;Your Application at Ziegler-Cat;Dear Ms Young, we were happy to meet you in person today. Unfortunately, your profile does not fit to the position you applied for. Therefore we cannot consider your application. Nevertheless, we wish you all the best for your future career. ;2;6
2019-09-18 17:11:00;Application as Data Scientist;Dear sir or madam, I hereby would like to apply for the position of data scientist as outlined on your website. I think that my previous academic and professional stations qualify me well for the job and I would be more than happy to introduce myself. ;1;1
2019-09-18 17:12:00;Your Application at Ziegler-Cat;Dear Ms Wright, thank you a lot for your appliation which has been well received! Currently, many emails are reaching us - therefore please allow us up to 10 business days to reply to your application. Thank you for your understanding. ;5;2
2019-09-21 08:01:00;Data scientist;Dear Oscar, we have a promising candidate for the open data scientist position. Please take a look at her attached documents. What do you think? ;3;3
2019-09-21 13:30:00; Data scientist;Hi Johanna, yeah, looks really good. I would like to meet her in person. How about next Tuesday at 10:00am? ;3;3
2019-09-21 14:33:00;  Data scientist;Hi Oscar, that works for me - I'll tell her. ;3;3
2019-09-21 17:01:00;Your Application at Ziegler-Cat;Dear Ms Wright, thank you for your application and your patience. After having screened your documents, we would like to get to know you in person. For this reason, we want to invite you to our headquarter on next Tueday at 10:00am. Please let us know if this date and time work for you. ;7;4
2019-09-21 19:34:00; Your Application at Ziegler-Cat;Dear Ms Nielsen, thank you so much for the invitation! Yes, the proposed date works fine for me - I'll be there. I am looking forward to meeting you! ;7;4
2019-09-22 08:02:00;  Your Application at Ziegler-Cat;Dear Ms Wright, we are happy to see you soon. Please be at the lobby shortly before your appointment. My assistant, Ms. Flatcher will pick you up. Also, please find attached an .ical file for your digital calendar. Should any questions pop up, please do not hestitate to contact me. ;7;4
2019-09-27 13:56:00;Ms Wright;Hi Johanna, I just wanted to tell you that my impression of Miss Wright was great. I think she would be a valuable addition to our team! ;3;3
2019-09-27 15:47:00; Ms Wright;Hi Oscar, we also had a great impression of her, we will offer the job to her! ;3;3
2019-09-27 16:03:00;Job Offer;Dear Ms. Wright, we were happy to meet you in person and were thoroughly impressed by your presentation. Therefore, we would like to offer you the job you applied for. Please find the contract for the position attached to this mail. If you accept the offer, please sign it and return it to me. We would be happy to have you on board! ;9;5
2019-09-27 16:33:00; Job Offer;Dear Ms. Nielsen, thank you a lot for your nice words and the offer. I would like to accept it, please find the signed contract below. I am happy to start working at Ziegler-Cat! ;9;5
2019-09-27 16:59:00;  Job Offer;Dear Ms. Wright, thank you for the signed contract. We are excited to work with you! As outlined in the contract, your first day of work will be the first of next month. Your team leader, Mister Schneider (o.schneider@ziegler-cat.com) will contact you before the start of your assignment. If you have any questions, please contact him or also feel free to reach out to me. ;9;5
2019-11-08 11:47:00;Application as Junior Software Test Engineer;Dear sir or madam, I hereby want to apply as Junior Software test engineer. Please find attached all my application documents. ;1;1
2019-11-08 11:48:00;Your Application at Ziegler-Cat;Dear Ms Wright, thank you a lot for your appliation which has been well received! Currently, many emails are reaching us - therefore please allow us up to 10 business days to reply to your application. Thank you for your understanding. ;5;2
2019-11-12 08:31:00;Appliation Junior Test Engineer;Dear Joseph, we received an application for the position of junior software test engineer. I send you his documents in the attachment. What do you think? ;3;3
2019-11-12 14:31:00; Appliation Junior Test Engineer;Hi Johanna, looks good - however I cannot see his major from university, do you know more? ;3;3
2019-11-13 09:34:00; Appliation Junior Test Engineer;Hi Joseph, I'll ask him and get back to you. ;3;3
2019-11-13 15:31:00;Missing Information on your Application;Dear Mr. Scott, thank you for your application. During screening we noticed that some details about your academic education are missing. In which major did you graduate? Please provide the information as soon as possible so that we can proceed to screen your application. ;3;4
2019-11-13 17:44:00; Missing Information on your Application;Dear Ms Nielsen, I might have missed that in my resume, sorry for that! I have graduated in Computer Science two months ago. Thank you and ;6;4
2019-11-14 10:31:00; Appliation Junior Test Engineer;Hi Joseph, the applicant graduated in Computer Science two months ago. ;3;3
2019-11-14 16:54:00; Appliation Junior Test Engineer;Hi Johanna, alright - his profile looks alright, let's meet him for an interview. How about next Friday 08:30am? ;3;3
2019-11-15 13:18:00; Appliation Junior Test Engineer;Hi Joseph, that works for me, I will notify Mister Scott. Johanna;3;3
2019-11-16 09:11:00;Your Application at Ziegler-Cat;Dear Mister Scott, thank you for your application and your patience. We would like to get to know you better and therefore want to invite you to our headquarter on next Friday at 08:30am.  Please let us know if this date works for you. ;7;4
2019-11-16 09:14:00; Your Application at Ziegler-Cat;Dear Ms. Nielsen, thank you for the invitation for the interview. The date works fine for me. ;7;4
2019-11-16 10:31:00;  Your Application at Ziegler-Cat;Dear Mr. Scott, we're happy to meet you soon. Please be at the lobby shortly before your appointment. My assistant, Ms. Flatcher will pick you up there. Plase also find an .ical file attached to this email for your digital calendar. Should you have any questions, don't hestitate to ask me anytime. ;7;4
2019-11-21 08:11:00;Job offer;Dear Mister Scott, we were happy to meet you in person and were impressed by your presentation. For this reason, we would like to offer you the job you have applied for. Please find attached the contract as discussed in the end of the interview. If you accept our offer, please sign it and send it back to me. In case of open questions, please feel free to reach out. ;9;5
2019-11-22 08:01:00; Job offer;Dear Ms. Nielsen, thank you so much for the offer which I happily accept. The signed contract is attached below. Thank you and ;9;5
2019-11-22 09:06:00;  Job offer;Dear Mr. Scott, we are happy to have you on board. As stated in the contract, your first day of work will be the first day of next month. Mister Joseph Baker (j.baker@ziegler-cat.com) who will be your direct manager will reach out to you soon. If you have any questions, please feel free to ask either him or me. ;6;5
2020-01-07 22:16:00;Application as Mechanical Engineer;Dear sir or madam, I would like to apply for the open posittion as mechanical engineer which has been posted on your webpage. Please find my appliation files below. I am looking forward to hearing from you and would be happy to introduce myself. ;1;1
2020-01-07 22:17:00;Your Application at Ziegler-Cat;Dear Mr Green, thank you a lot for your appliation which has been well received! Currently, many emails are reaching us - therefore please allow us up to 10 business days to reply to your application. Thank you for your understanding. ;5;2
2020-01-10 08:36:00;Application for Mechanical Engineer;Dear George, we received an application for the open mechanical engineer position. Please find his details attached. Do you think we should invite him? ;3;3
2020-01-10 17:05:00; Application for Mechanical Engineer;Hi Johanna, the applicant's profile looks great, sure let's invite him! ;3;3
2020-01-10 18:33:00;  Application for Mechanical Engineer;Alright, how about next Monday 09:30am? ;3;3
2020-01-11 09:44:00;   Application for Mechanical Engineer;That works for me! ;3;3
2020-01-11 15:31:00;Your Application at Ziegler-Cat;Dear Mr. Green, thank you for your application and your patience. We have screened your documents and would be happy to meet you in person. For this reason we want to invite you to our headquarter next Monday at 09:30am. Please let us know if this date works for you. ;7;4
2020-01-11 17:45:00; Your Application at Ziegler-Cat;Dear Ms Nielsen, thank you so much for the invitation, the proposed date is perfect for me. ;7;4
2020-01-12 08:01:00;  Your Application at Ziegler-Cat;Dear Mr. Green, we're happy to meet you soon. Please be at the lobby shortly before your appointment. My assistant, Mrs. Flatcher will pick you up there. Also, please find an .ical file for your digital calendar in the attachment. Should you have any further questions, please feel free to ask me anytime! ;7;4
2020-01-17 09:54:00;Today's interview;Hello Johanna, i was really impressed by the interview - we would be happy to have mister Green in our department! ;3;3
2020-01-17 10:31:00; Today's interview;Hi George, we also liked his presentation and we will offer the job to Mister Green ;3;3
2020-01-18 11:18:00;Job Offer;Dear Mr. Green, we were pleased to meet you and were impressed by your presentation! Therefore, we would like to offer you the position as mechanical engineer. Please find attached the contract for the position as discussed in the interview. If you have any questions, please reach out to me anytime. ;9;5
2020-01-18 15:21:00; Job Offer;Dear Ms Nielsen, thank you so much for the offer which i want to accept. The signed contract is attached to that email. I am happy that I will be working for Ziegler-Cat! ;9;5
2020-01-18 16:05:00;  Job Offer;Dear Mr. Green, we're happy to have you on board! As stated in the contract, your first day of work will be the first of the next month. Your future head of department, mister George Schultze (g.schultze@ziegler-cat.com) will contact you soon. If you have any questions, please feel free to ask him or to reach out to me. ;9;5
2020-03-05 09:45:00;Application as Junior HR specialist;Dear sir or madam, I would like to apply for the open position as Junior HR specialist. I have found the job post online and I think that my experience qualifies me well for the job. Please find attached all necessary information about my application. ;1;1
2020-03-05 09:46:00;Your Application at Ziegler-Cat;Dear Ms Hill, thank you a lot for your appliation which has been well received! Currently, many emails are reaching us - therefore please allow us up to 10 business days to reply to your application. Thank you for your understanding. ;5;2
2020-03-07 08:11:00;Your Application at Ziegler-Cat;Dear Ms. Hill, thank you very much for your application! After having screened your application, we would be happy to meet you in person. Therefore, we want to invite you to our headquarter next Wednesday at 13:00. Please let us know if this date works for you. ;7;4
2020-03-07 08:21:00; Your Application at Ziegler-Cat;Dear Ms. Nielsen, thank you for your reply and the invitation! The date works fine for me, I will be there. with ;7;4
2020-03-07 08:23:00;  Your Application at Ziegler-Cat;Dear Ms. Hill, we're happy to meet you soon. Please be at the lobby shortly before your appointment. My assistant, Ms. Flatcher will pick you up there. Also, please find attached an .ical file for your digital calendar. Should you have any further questions, please don't hestitate to ask. ;7;4
2020-03-12 09:45:00;Job Offer;Dear Ms. Hill, we were happy to meet you in person and liked your presentation as well as your prior experience. Therefore, we would like to offer the job as Junior HR Specialist to you. As discussed in the interview, you find all the details about the job and the contract attached to this mail. If you accept the offer, please sign it and send it back to me. In case of any open questions, please feel free to contact me anytime. ;9;5
2020-03-12 09:59:00; Job Offer;Dear Ms Nielsen, thank you so much for your nice words and the offer. I happily accept the offer - please find the signed contract below. ;9;5
2020-03-12 10:14:00;  Job Offer;Dear Ms. Hill, we're happy to have you on board - welcome to the team! As stated in the contract, your first day of work will be on the first day of next month. I will send you an email with more details during the next week. In case of open questions, just feel free to ask! ;9;5
2020-04-18 22:34:00;Application as Maintenance Engineer;Dear sir or madam, I would hereby like to apply for the position of maintenance engineer as posted on your website. Please find all my documents attached to this mail. ;1;1
2020-04-18 22:35:00;Your Application at Ziegler-Cat;Dear Mr Carter, thank you a lot for your appliation which has been well received! Currently, many emails are reaching us - therefore please allow us up to 10 business days to reply to your application. Thank you for your understanding. ;5;2
2020-04-21 08:34:00;Maintenance Engineer Application;Dear Peter, we received an application for the maintenance engineer position. Please have a look at the documents attached and tell me what you think. ;3;3
2020-04-21 09:45:00; Maintenance Engineer Application;Hi Johanna, the profile looks good and I think he could be a good fit to our team. Let's invite him to an interview? ;3;3
2020-04-21 10:46:00;  Maintenance Engineer Application;Alright, would next Friday 09:30am be ok for you? ;3;3
2020-04-21 10:47:00;   Maintenance Engineer Application;Hi, sure - that works. Best Peter;3;3
2020-04-21 11:31:00;Your Application at Ziegler-Cat;Dear Mr. Carter, thank you for your application and your patience. We have completed screening your application and we would like to meet you in person. For this reason, we want to invite you to our hadquarters next Friday at 09:30am. Please let us know if this date is fine for you. ;7;4
2020-04-21 13:45:00; Your Application at Ziegler-Cat;Dear Ms. Nielsen, thank you for your reply and the invitation - sure, this date works fine for me. See you then! ;7;4
2020-04-21 15:01:00;  Your Application at Ziegler-Cat;Dear Mr. Carter, we're happy to see you soon. Please be at the lobby shortly before your appointment. My assistand, Ms. Flatcher will pick you up there. Also, please find attached an .ical file for your digital calendar. Should you have any questions, please feel free to ask me. ;7;4
2020-04-28 12:01:00;Application Carter;Dear Johanna, i do have to say that Mister Carter did not really fulfill our expectations. I think we should look out for a more suitable candidate. ;3;3
2020-04-28 13:05:00; Application Carter;Hello Peter, that was also my impression - we will not consider mister Carter's application. ;3;3
2020-04-28 17:05:00;Your Application at Ziegler-Cat;Dear Mr. Carter, we were happy to meet you in person. Unfortunately, your profile does not suit the position you have applied for. Therefore we cannot consider your application. Nevertheless we wish you all the best for your future career! ;2;6
